302,[302] 臺中航空站-臺中公園
303,[303] 港區藝術中心-新民高中
304,[304] 港區藝術中心-新民高中
305,[305] 大甲-鹿寮-臺中火車站
306,[306] 清水-梧棲-臺中火車站
307,[307] 梧棲觀光漁港-新民高中
308,[308] 關連工業區-新民高中
323,[323] 臺中區監理所-臺中火車站 
324,[324] 臺中都會公園-遠東街-新民高中
325,[325] 大肚火車站-臺中火車站
326,[326] 靜宜大學-新民高中
351,[35區] 南區公所 - 臺中火車站
352,[352] 大肚-龍井-坪頂
353,[353] 天母櫻城-沙鹿
356,[356] 臺中榮總(臺灣大道)-大慶火車站
357,[357] 臺中榮總(臺灣大道)-嶺東科技大學(永春南路)
358,[358] 嶺東高中-逢甲大學
359,[359] 東海別墅-文心森林公園
452,[45區1] 中科管理局 - 仁友東站
453,[45區2] 仁友東站 - 中科管理局
454,[45延2] 仁友東站 - 科雅平和路口
455,[45] 中科管理局 - 仁友東站 - 中科管理局
456,[45延] 科雅平和路口 - 仁友東站 - 科雅平和路口
457,[30] 嶺東科技大學 - 仁友東站  -  嶺東科技大學
500,[500] 忠義里(中科實驗高中) - 臺中火車站
531,[53區] 文心市政路口  -  省議會
581,[58區1] 大慶活動中心  - 北屯區行政大樓
582,[58區2] 明德高中  -  潭子勝利運動公園
583,[58副] 大慶活動中心  -  潭子勝利運動公園
611,[211區] 泰安 - 新政大安港路口
616,[616] 梧棲 - 大甲
617,[617] 梧棲 - 新烏日火車站
653,[153副] 新市政中心-谷關
658,[658] 惠文高中-大安區公所
659,[659] 幼獅工業區服務中心-臺中榮總(臺灣大道)
671,[67繞] 東海別墅 - 臺中車站
672,[272繞] 東勢-水井-茄苳寮
675,[677區] 沙鹿  -  二號橋
681,[68] 東海別墅 - 太原車站 - 中臺科技大學校區
682,[68繞] 東海別墅 - 太原車站 - 中臺科技大學
691,[69繞] 龍潭里-臺中航空站
700,[700] 明德高中(明德街) - 豐原高中
751,[75區1] 臺中女中 - 勤益科技大學
752,[75區2] 臺中火車站 - 臺中榮總宿社
853,[153區] 高鐵臺中站 - 東勢高工
900,[900] 光明國中 - 豐原高中
901,[9區] 大雅  -  下湳加油站
902,[100區] 中山路一巷口-亞洲大學安藤館
907,[100副] 豐原(豐原大道)  -  亞洲大學
909,[151副] 新市政中心 - 亞洲大學
911,[91延] 臺中航空站 - 中興嶺停車場
916,[281副] 臺中火車站  -  霧峰農工
920,[29(舊資料測試)] 臺中監獄 - 仁友東站 - 臺中監獄
921,[29A] 仁友東站  -  臺中監獄
922,[29B] 臺中監獄 - 仁友東站
924,[70A] 綠川東站  -  嶺東科技大學
925,[70B] 嶺東科技大學 - 綠川東站
926,[142(舊資料測試)] 豐年社區五站 - 綠川東站  -  豐年社區五站
927,[142A] 綠川東站  -  豐年社區五站
928,[142B] 豐年社區五站 - 綠川東站
929,[163(舊資料測試)] 華盛頓中學 - 綠川東站 - 華盛頓中學
930,[163A] 綠川東站  - 華盛頓中學
931,[163B] 華盛頓中學 - 綠川東站
932,[105區1] 新興里-四張犁
933,[105區2] 臺中高工-四張犁
938,[305區] 巨業沙鹿站-大甲
939,[306區1] 靜宜大學-梧棲-清水
940,[306區2] 巨業沙鹿站-梧棲-清水
941,[68延] 鹿寮國中  -  中臺科技大學
942,[68延(繞中科管理局)] 鹿寮國中  -  中科-中臺科技大學
943,[20區] 臺中火車站 - 東山高中
951,[95副] 正英臺灣大道口-外埔老人文康中心-土城
975,[275區] 下新社  -  中和
989,[989(06/27日上路)]  翁子-圳前仁愛公園
991,[99延] 莒光新城 - 動物之家南屯園區
